container_id@container_no@application_id@attempt_id@start_time@end_time@node_name@cpu_alloc@memory_alloc@container_status@duration
1460750106009_0004_01_000016@1_16@1460750106009_0004@1460750106009_0004_000001@20:38:25,539@20:38:31,622@object4@1@1024@ FINISHED@6.083
1460750106009_0004_01_000017@1_17@1460750106009_0004@1460750106009_0004_000001@20:38:26,488@20:38:32,705@object3@1@1024@ FINISHED@6.217
1460750106009_0004_01_000018@1_18@1460750106009_0004@1460750106009_0004_000001@20:38:27,176@20:39:09,967@object7@1@2048@ FINISHED@42.791
1460750106009_0004_01_000019@1_19@1460750106009_0004@1460750106009_0004_000001@20:38:27,510@20:38:33,071@object5@1@1024@ FINISHED@5.561
1460750106009_0004_01_000020@1_20@1460750106009_0004@1460750106009_0004_000001@20:38:28,494@20:38:34,640@object3@1@1024@ FINISHED@6.146
1460750106009_0004_01_000021@1_21@1460750106009_0004@1460750106009_0004_000001@20:38:29,481@20:38:35,014@object5@1@1024@ FINISHED@5.533
1460750106009_0004_01_000022@1_22@1460750106009_0004@1460750106009_0004_000001@20:38:30,456@20:38:35,560@object6@1@1024@ FINISHED@5.104
1460750106009_0004_01_000023@1_23@1460750106009_0004@1460750106009_0004_000001@20:38:31,421@20:38:37,233@object2@1@1024@ FINISHED@5.812
1460750106009_0004_01_000024@1_24@1460750106009_0004@1460750106009_0004_000001@20:38:32,183@20:38:38,151@object7@1@1024@ FINISHED@5.968
1460750106009_0004_01_000025@1_25@1460750106009_0004@1460750106009_0004_000001@20:38:33,185@20:38:39,836@object7@1@1024@ FINISHED@6.651
1460750106009_0004_01_000026@1_26@1460750106009_0004@1460750106009_0004_000001@20:38:34,186@20:38:40,913@object7@1@1024@ FINISHED@6.727
1460750106009_0004_01_000027@1_27@1460750106009_0004@1460750106009_0004_000001@20:38:35,014@20:38:41,157@object5@1@1024@ FINISHED@6.143
1460750106009_0004_01_000028@1_28@1460750106009_0004@1460750106009_0004_000001@20:38:36,015@20:38:42,892@object5@1@1024@ FINISHED@6.877
1460750106009_0004_01_000029@1_29@1460750106009_0004@1460750106009_0004_000001@20:38:37,017@20:38:43,980@object5@1@1024@ FINISHED@6.963
1460750106009_0004_01_000030@1_30@1460750106009_0004@1460750106009_0004_000001@20:38:38,022@20:38:45,010@object5@1@1024@ FINISHED@6.988
1460750106009_0004_01_000031@1_31@1460750106009_0004@1460750106009_0004_000001@20:38:38,879@20:38:44,528@object1@1@1024@ FINISHED@5.649
1460750106009_0004_01_000032@1_32@1460750106009_0004@1460750106009_0004_000001@20:38:39,881@20:38:45,530@object1@1@1024@ FINISHED@5.649
1460750106009_0004_01_000033@1_33@1460750106009_0004@1460750106009_0004_000001@20:38:40,650@20:38:47,276@object3@1@1024@ FINISHED@6.626
1460750106009_0004_01_000034@1_34@1460750106009_0004@1460750106009_0004_000001@20:38:41,652@20:38:48,336@object3@1@1024@ FINISHED@6.684
1460750106009_0004_01_000035@1_35@1460750106009_0004@1460750106009_0004_000001@20:38:42,653@20:38:49,903@object3@1@1024@ FINISHED@7.25
1460750106009_0004_01_000036@1_36@1460750106009_0004@1460750106009_0004_000001@20:38:43,571@20:38:50,039@object1@1@1024@ FINISHED@6.468
1460750106009_0004_01_000037@1_37@1460750106009_0004@1460750106009_0004_000001@20:38:44,387@20:38:50,782@object8@1@1024@ FINISHED@6.395
1460750106009_0004_01_000038@1_38@1460750106009_0004@1460750106009_0004_000001@20:38:44,529@20:38:52,357@object1@1@1024@ FINISHED@7.828
1460750106009_0004_01_000039@1_39@1460750106009_0004@1460750106009_0004_000001@20:38:45,388@20:38:52,995@object8@1@1024@ FINISHED@7.607
1460750106009_0004_01_000040@1_40@1460750106009_0004@1460750106009_0004_000001@20:38:45,531@20:38:56,944@object1@1@1024@ FINISHED@11.413
1460750106009_0004_01_000041@1_41@1460750106009_0004@1460750106009_0004_000001@20:38:46,275@20:39:00,747@object3@1@1024@ FINISHED@14.472
1460750106009_0004_01_000042@1_42@1460750106009_0004@1460750106009_0004_000001@20:38:46,389@20:38:55,566@object8@1@1024@ FINISHED@9.177
1460750106009_0004_01_000043@1_43@1460750106009_0004@1460750106009_0004_000001@20:38:47,248@20:38:55,654@object2@1@1024@ FINISHED@8.406
1460750106009_0004_01_000044@1_44@1460750106009_0004@1460750106009_0004_000001@20:38:47,276@20:39:02,795@object3@1@1024@ FINISHED@15.519
1460750106009_0004_01_000045@1_45@1460750106009_0004@1460750106009_0004_000001@20:38:47,329@20:39:01,750@object3@1@1024@ FINISHED@14.421
1460750106009_0004_01_000046@1_46@1460750106009_0004@1460750106009_0004_000001@20:38:47,928@20:38:54,883@object7@1@1024@ FINISHED@6.955
1460750106009_0004_01_000047@1_47@1460750106009_0004@1460750106009_0004_000001@20:38:48,017@20:38:56,161@object5@1@1024@ FINISHED@8.144
1460750106009_0004_01_000048@1_48@1460750106009_0004@1460750106009_0004_000001@20:38:48,261@20:38:57,699@object2@1@1024@ FINISHED@9.438
1460750106009_0004_01_000049@1_49@1460750106009_0004@1460750106009_0004_000001@20:38:48,337@20:39:02,679@object3@1@1024@ FINISHED@14.342
1460750106009_0004_01_000050@1_50@1460750106009_0004@1460750106009_0004_000001@20:38:48,901@20:39:03,484@object3@1@1024@ FINISHED@14.583
1460750106009_0004_01_000051@1_51@1460750106009_0004@1460750106009_0004_000001@20:38:48,931@20:38:58,267@object7@1@1024@ FINISHED@9.336
1460750106009_0004_01_000052@1_52@1460750106009_0004@1460750106009_0004_000001@20:38:49,018@20:38:58,399@object5@1@1024@ FINISHED@9.381
1460750106009_0004_01_000053@1_53@1460750106009_0004@1460750106009_0004_000001@20:38:49,033@20:39:00,025@object1@1@1024@ FINISHED@10.992
1460750106009_0004_01_000054@1_54@1460750106009_0004@1460750106009_0004_000001@20:38:49,660@20:38:58,455@object4@1@1024@ FINISHED@8.795
1460750106009_0004_01_000055@1_55@1460750106009_0004@1460750106009_0004_000001@20:38:49,782@20:38:58,224@object8@1@1024@ FINISHED@8.442
1460750106009_0004_01_000056@1_56@1460750106009_0004@1460750106009_0004_000001@20:38:49,903@20:39:04,485@object3@1@1024@ FINISHED@14.582
1460750106009_0004_01_000057@1_57@1460750106009_0004@1460750106009_0004_000001@20:38:49,931@20:38:59,021@object7@1@1024@ FINISHED@9.09
1460750106009_0004_01_000058@1_58@1460750106009_0004@1460750106009_0004_000001@20:38:50,023@20:38:59,217@object5@1@1024@ FINISHED@9.194
1460750106009_0004_01_000059@1_59@1460750106009_0004@1460750106009_0004_000001@20:38:50,579@20:38:57,987@object6@1@1024@ FINISHED@7.408
1460750106009_0004_01_000060@1_60@1460750106009_0004@1460750106009_0004_000001@20:38:50,662@20:38:59,954@object4@1@1024@ FINISHED@9.292
1460750106009_0004_01_000061@1_61@1460750106009_0004@1460750106009_0004_000001@20:38:50,783@20:38:59,225@object8@1@1024@ FINISHED@8.442
1460750106009_0004_01_000062@1_62@1460750106009_0004@1460750106009_0004_000001@20:38:50,935@20:39:00,023@object7@1@1024@ FINISHED@9.088
1460750106009_0004_01_000063@1_63@1460750106009_0004@1460750106009_0004_000001@20:38:51,024@20:39:00,218@object5@1@1024@ FINISHED@9.194
1460750106009_0004_01_000064@1_64@1460750106009_0004@1460750106009_0004_000001@20:38:51,043@20:39:00,586@object1@1@1024@ FINISHED@9.543
1460750106009_0004_01_000065@1_65@1460750106009_0004@1460750106009_0004_000001@20:38:51,351@20:39:01,588@object1@1@1024@ FINISHED@10.237
1460750106009_0004_01_000066@1_66@1460750106009_0004@1460750106009_0004_000001@20:38:51,581@20:38:58,989@object6@1@1024@ FINISHED@7.408
1460750106009_0004_01_000067@1_67@1460750106009_0004@1460750106009_0004_000001@20:38:51,665@20:38:53,183@object4@1@1024@ RELEASED@1.518
1460750106009_0004_01_000068@1_68@1460750106009_0004@1460750106009_0004_000001@20:38:51,785@20:38:53,187@object8@1@1024@ RELEASED@1.402
1460750106009_0004_01_000069@1_69@1460750106009_0004@1460750106009_0004_000001@20:38:51,950@20:38:53,188@object7@1@1024@ RELEASED@1.238
1460750106009_0004_01_000070@1_70@1460750106009_0004@1460750106009_0004_000001@20:38:51,994@20:38:53,188@object8@1@1024@ RELEASED@1.194
1460750106009_0004_01_000071@1_71@1460750106009_0004@1460750106009_0004_000001@20:38:52,026@20:38:53,188@object5@1@1024@ RELEASED@1.162
1460750106009_0004_01_000072@1_72@1460750106009_0004@1460750106009_0004_000001@20:38:52,026@20:38:53,199@object5@1@1024@ RELEASED@1.173
1460750106009_0004_01_000073@1_73@1460750106009_0004@1460750106009_0004_000001@20:38:52,267@20:38:56,681@object2@1@1024@ FINISHED@4.414
1460750106009_0004_01_000074@1_74@1460750106009_0004@1460750106009_0004_000001@20:38:52,357@20:38:54,231@object1@1@1024@ RELEASED@1.874
1460750106009_0004_01_000075@1_75@1460750106009_0004@1460750106009_0004_000001@20:38:53,272@20:38:55,240@object2@1@1024@ RELEASED@1.968
1460750106009_0005_01_000001@1_1@1460750106009_0005@1460750106009_0005_000001@20:40:02,576@20:41:12,499@object8@1@2048@ FINISHED@69.923
1460750106009_0005_01_000002@1_2@1460750106009_0005@1460750106009_0005_000001@20:40:09,106@20:40:19,098@object6@1@1024@ FINISHED@9.992
1460750106009_0005_01_000003@1_3@1460750106009_0005@1460750106009_0005_000001@20:40:10,108@20:40:21,143@object6@1@1024@ FINISHED@11.035
1460750106009_0005_01_000004@1_4@1460750106009_0005@1460750106009_0005_000001@20:40:11,110@20:40:23,833@object6@1@1024@ FINISHED@12.723
1460750106009_0005_01_000005@1_5@1460750106009_0005@1460750106009_0005_000001@20:40:12,112@20:40:27,195@object6@1@1024@ FINISHED@15.083
1460750106009_0005_01_000006@1_6@1460750106009_0005@1460750106009_0005_000001@20:40:13,113@20:40:26,115@object6@1@1024@ FINISHED@13.002
1460750106009_0005_01_000007@1_7@1460750106009_0005@1460750106009_0005_000001@20:40:14,114@20:40:27,588@object6@1@1024@ FINISHED@13.474
1460750106009_0005_01_000008@1_8@1460750106009_0005@1460750106009_0005_000001@20:40:15,117@20:40:27,621@object6@1@1024@ FINISHED@12.504
1460750106009_0005_01_000009@1_9@1460750106009_0005@1460750106009_0005_000001@20:40:16,119@20:40:28,623@object6@1@1024@ FINISHED@12.504
1460750106009_0005_01_000010@1_10@1460750106009_0005@1460750106009_0005_000001@20:40:17,137@20:40:22,951@object4@1@1024@ FINISHED@5.814
1460750106009_0005_01_000011@1_11@1460750106009_0005@1460750106009_0005_000001@20:40:18,618@20:40:24,409@object5@1@1024@ FINISHED@5.791
1460750106009_0005_01_000012@1_12@1460750106009_0005@1460750106009_0005_000001@20:40:19,619@20:40:25,412@object5@1@1024@ FINISHED@5.793
1460750106009_0005_01_000013@1_13@1460750106009_0005@1460750106009_0005_000001@20:40:20,186@20:40:26,790@object4@1@1024@ FINISHED@6.604
1460750106009_0005_01_000014@1_14@1460750106009_0005@1460750106009_0005_000001@20:40:21,187@20:40:27,792@object4@1@1024@ FINISHED@6.605
1460750106009_0005_01_000015@1_15@1460750106009_0005@1460750106009_0005_000001@20:40:22,150@20:40:29,647@object7@1@1024@ FINISHED@7.497
1460750106009_0005_01_000016@1_16@1460750106009_0005@1460750106009_0005_000001@20:40:23,152@20:40:31,102@object7@1@1024@ FINISHED@7.95
1460750106009_0005_01_000017@1_17@1460750106009_0005@1460750106009_0005_000001@20:40:24,153@20:40:32,764@object7@1@1024@ FINISHED@8.611
1460750106009_0005_01_000018@1_18@1460750106009_0005@1460750106009_0005_000001@20:40:24,410@20:41:04,870@object5@1@2048@ FINISHED@40.46
1460750106009_0005_01_000019@1_19@1460750106009_0005@1460750106009_0005_000001@20:40:25,154@20:40:33,766@object7@1@1024@ FINISHED@8.612
1460750106009_0005_01_000020@1_20@1460750106009_0005@1460750106009_0005_000001@20:40:26,155@20:40:34,407@object7@1@1024@ FINISHED@8.252
1460750106009_0005_01_000021@1_21@1460750106009_0005@1460750106009_0005_000001@20:40:27,156@20:40:35,408@object7@1@1024@ FINISHED@8.252
1460750106009_0005_01_000022@1_22@1460750106009_0005@1460750106009_0005_000001@20:40:27,864@20:40:33,249@object1@1@1024@ FINISHED@5.385
1460750106009_0005_01_000023@1_23@1460750106009_0005@1460750106009_0005_000001@20:40:28,794@20:40:35,895@object4@1@1024@ FINISHED@7.101
1460750106009_0005_01_000024@1_24@1460750106009_0005@1460750106009_0005_000001@20:40:29,798@20:40:37,250@object4@1@1024@ FINISHED@7.452
1460750106009_0005_01_000025@1_25@1460750106009_0005@1460750106009_0005_000001@20:40:30,800@20:40:38,655@object4@1@1024@ FINISHED@7.855
1460750106009_0005_01_000026@1_26@1460750106009_0005@1460750106009_0005_000001@20:40:31,814@20:40:39,689@object4@1@1024@ FINISHED@7.875
1460750106009_0005_01_000027@1_27@1460750106009_0005@1460750106009_0005_000001@20:40:32,705@20:40:38,447@object3@1@1024@ FINISHED@5.742
1460750106009_0005_01_000028@1_28@1460750106009_0005@1460750106009_0005_000001@20:40:33,706@20:40:39,550@object3@1@1024@ FINISHED@5.844
1460750106009_0005_01_000029@1_29@1460750106009_0005@1460750106009_0005_000001@20:40:34,631@20:40:39,918@object6@1@1024@ FINISHED@5.287
1460750106009_0005_01_000030@1_30@1460750106009_0005@1460750106009_0005_000001@20:40:35,425@20:40:40,834@object5@1@1024@ FINISHED@5.409
1460750106009_0005_01_000031@1_31@1460750106009_0005@1460750106009_0005_000001@20:40:36,410@20:40:42,564@object7@1@1024@ FINISHED@6.154
1460750106009_0005_01_000032@1_32@1460750106009_0005@1460750106009_0005_000001@20:40:37,411@20:40:44,006@object7@1@1024@ FINISHED@6.595
